22608.0,-1.5137499999999964
22609.0,-1.9387499999999966
22610.0,-1.8424999999999983
22611.0,-1.6864583333333265
22612.0,-2.2666666666666675
22613.0,-1.8595833333333287
22614.0,-0.3183333333333274
22615.0,-0.9691666666666678
22616.0,-1.7854324561489712
22617.0,-0.6195833333333275
22618.0,-0.6866666666666618
22619.0,-0.7504166666666651
22620.0,-0.6395322351292119
22621.0,-0.6932291666666629
22622.0,-0.5916666666666766
22623.0,-0.7279166666666602
22624.0,-0.7179166666666688
22625.0,-0.6241666666666621
22626.0,0.6835416666666683
22627.0,-0.06874999999999919
22628.0,-0.1991666666666612
22629.0,-0.07499999999999014
22630.0,-0.7962499999999968
22631.0,-1.5664071764491683
22632.0,-1.6954166666666555
22633.0,-2.458749999999999
22634.0,-2.4262500000000022
22635.0,-3.528333333333328
22636.0,-3.4470833333333237
22637.0,-2.1948192399412756
22638.0,-1.6933333333333231
22639.0,-2.183749999999994
22640.0,-1.799583333333328
22641.0,-1.2383333333333097
22642.0,-1.3885730621709513
22643.0,-1.0441666666666642
22644.0,-0.6683333333333111
22645.0,-1.1254166666666485
22646.0,-1.4595833333333315
22647.0,-2.254687692344222
22648.0,-2.7054166666666455
22649.0,-3.6541666666666393
22650.0,-4.030416666666702
22651.0,-3.8741666666666688
22652.0,-3.6729166666666355
22653.0,-2.8943369630263796
22654.0,-3.6070833333333083
22655.0,-3.1883333333333157
22656.0,-2.2645833333333014
22657.0,-3.7595833333333433
22658.0,-4.384334660739718
22659.0,-4.537083333333336
22660.0,-4.108333333333272
22661.0,-3.507499999999954
22662.0,-4.246250000000013
22663.0,-4.285916666623355
22664.0,-3.4583333333333166
22665.0,-4.473750000000029
22666.0,-5.011666666666631
22667.0,-4.293333333333308
22668.0,-4.6386524903135715
22669.0,-5.147708333333319
22670.0,-5.565833333333353
22671.0,-5.209583333333328
22672.0,-4.550416666666681
22673.0,-4.587499999999974
22674.0,-4.485588690919685
22675.0,-5.508749999999997
22676.0,-5.603749999999994
22677.0,-4.976249999999995
22678.0,-5.167916666666722
22679.0,-5.660675833070021
22680.0,-5.682499999999996
22681.0,-5.377500000000072
22682.0,-5.051666666666621
22683.0,-5.3987499999998905
22684.0,-4.93368628929127
22685.0,-5.0416666666667265
22686.0,-5.2779166666666555
22687.0,-5.9291666666666
