1.953282862E9,1.953282862E9,0.0
1.953282867E9,1.953282867E9,-0.04999999999999716
1.953283283E9,1.953283283E9,-0.04999999999999716
1.953283287E9,1.953283287E9,-0.019999999999997797
1.953283292E9,1.953283292E9,-0.13999999999999702
1.953284489E9,1.953284489E9,-0.13999999999999702
1.953284493E9,1.953284493E9,-0.17999999999999616
1.953284498E9,1.953284498E9,-0.1699999999999946
1.953285204E9,1.953285204E9,-0.17999999999999616
1.953285208E9,1.953285208E9,-0.7399999999999949
1.953285213E9,1.953285213E9,-0.4799999999999969
1.953288813E9,1.953288813E9,0.07000000000000384
1.953292413E9,1.953292413E9,-0.269999999999996
1.953296013E9,1.953296013E9,-0.8699999999999974
1.953299613E9,1.953299613E9,-1.2299999999999969
1.953302087E9,1.953302087E9,-0.8699999999999974
1.953302091E9,1.953302091E9,-1.4599999999999973
1.953302096E9,1.953302096E9,-1.4599999999999973
1.953305696E9,1.953305696E9,-1.6999999999999957
1.953309296E9,1.953309296E9,-1.7399999999999949
1.953312896E9,1.953312896E9,-1.7799999999999976
1.953316496E9,1.953316496E9,-1.7499999999999964
1.953320096E9,1.953320096E9,-1.6899999999999977
1.953323696E9,1.953323696E9,-1.6799999999999962
1.953327296E9,1.953327296E9,-1.6099999999999959
1.953330896E9,1.953330896E9,-1.5599999999999952
1.953334496E9,1.953334496E9,-1.5499999999999972
1.953338096E9,1.953338096E9,-1.5499999999999972
1.953341696E9,1.953341696E9,-1.5399999999999956
1.953345296E9,1.953345296E9,-1.519999999999996
1.953348896E9,1.953348896E9,-1.4999999999999964
1.953352496E9,1.953352496E9,-1.4799999999999969
1.953356096E9,1.953356096E9,-1.4699999999999953
1.953359696E9,1.953359696E9,-1.4399999999999977
1.953363296E9,1.953363296E9,-1.3199999999999967
1.953366896E9,1.953366896E9,-1.2399999999999949
1.953370496E9,1.953370496E9,-1.2199999999999953
1.953374096E9,1.953374096E9,-1.1599999999999966
1.953377696E9,1.953377696E9,-1.1199999999999974
1.953381296E9,1.953381296E9,-1.139999999999997
1.953384896E9,1.953384896E9,-1.1599999999999966
1.953388496E9,1.953388496E9,-1.2399999999999949
1.953392096E9,1.953392096E9,-1.3199999999999967
1.953395696E9,1.953395696E9,-1.519999999999996
1.953399296E9,1.953399296E9,-1.8699999999999974
1.953402896E9,1.953402896E9,-2.019999999999996
1.953406496E9,1.953406496E9,-1.9599999999999973
1.953410096E9,1.953410096E9,-2.0399999999999956
1.953413696E9,1.953413696E9,-2.059999999999995
1.953417296E9,1.953417296E9,-1.889999999999997
1.953420896E9,1.953420896E9,-1.8299999999999947
1.953424496E9,1.953424496E9,-1.4799999999999969
1.953428096E9,1.953428096E9,-1.3799999999999955
1.953431696E9,1.953431696E9,-1.4599999999999973
1.953435296E9,1.953435296E9,-1.759999999999998
1.953438896E9,1.953438896E9,-2.0399999999999956
1.953442496E9,1.953442496E9,-2.0899999999999963
1.953446096E9,1.953446096E9,-2.139999999999997
1.953449696E9,1.953449696E9,-1.7399999999999949
1.953453296E9,1.953453296E9,-1.4999999999999964
1.953456896E9,1.953456896E9,-1.3599999999999959
1.953460496E9,1.953460496E9,-1.0299999999999976
1.953464096E9,1.953464096E9,-0.9599999999999973
1.953467696E9,1.953467696E9,-1.649999999999995
1.953471296E9,1.953471296E9,-1.7999999999999972
1.953474896E9,1.953474896E9,-2.1999999999999957
1.953478496E9,1.953478496E9,-2.3799999999999955
1.953482096E9,1.953482096E9,-2.4599999999999973
1.953485696E9,1.953485696E9,-2.5699999999999967
1.953489296E9,1.953489296E9,-2.5799999999999947
1.953492896E9,1.953492896E9,-2.5399999999999956
1.953496496E9,1.953496496E9,-2.519999999999996
1.953500096E9,1.953500096E9,-2.479999999999997
1.953503696E9,1.953503696E9,-2.5799999999999947
1.953507296E9,1.953507296E9,-2.5399999999999956
1.953510896E9,1.953510896E9,-2.4399999999999977
1.953514496E9,1.953514496E9,-2.389999999999997
1.953518096E9,1.953518096E9,-2.2799999999999976
1.953521696E9,1.953521696E9,-2.2099999999999973
1.953525296E9,1.953525296E9,-2.149999999999995
1.953528896E9,1.953528896E9,-2.099999999999998
1.953532496E9,1.953532496E9,-1.9699999999999953
1.953536096E9,1.953536096E9,-1.5299999999999976
1.953539696E9,1.953539696E9,-1.2399999999999949
1.953543296E9,1.953543296E9,-1.009999999999998
1.953546896E9,1.953546896E9,-1.1199999999999974
1.953550496E9,1.953550496E9,-0.6199999999999974
1.953554096E9,1.953554096E9,-0.7899999999999956
1.953557696E9,1.953557696E9,-0.9799999999999969
1.953561296E9,1.953561296E9,-1.3299999999999947
1.953564896E9,1.953564896E9,-1.7399999999999949
1.953568496E9,1.953568496E9,-1.9299999999999962
1.953572096E9,1.953572096E9,-2.1599999999999966
1.953575696E9,1.953575696E9,-2.3399999999999963
1.953579296E9,1.953579296E9,-2.3799999999999955
1.953582896E9,1.953582896E9,-2.4399999999999977
1.953586496E9,1.953586496E9,-2.3799999999999955
1.953590096E9,1.953590096E9,-2.149999999999995
1.953593696E9,1.953593696E9,-1.8799999999999955
1.953597296E9,1.953597296E9,-1.7099999999999973
1.953600896E9,1.953600896E9,-1.769999999999996
1.953604495E9,1.953604495E9,-1.6099999999999959
