1.968570316E9,1,1.968570316E9,57.0
1.968570339E9,0,1.968570339E9,61.0
1.968573916E9,1,1.968573916E9,57.0
1.968573939E9,0,1.968573939E9,61.0
1.968577516E9,1,1.968577516E9,57.0
1.968577539E9,0,1.968577539E9,61.0
1.968581116E9,1,1.968581116E9,57.0
1.968581118E9,1,1.968581118E9,64.0
1.968581119E9,1,1.968581119E9,64.0
1.968581139E9,0,1.968581139E9,61.0
1.968581141E9,0,1.968581141E9,68.0
1.968581142E9,0,1.968581142E9,68.0
1.968584718E9,1,1.968584718E9,64.0
1.968584741E9,0,1.968584741E9,68.0
1.968588318E9,1,1.968588318E9,61.0
1.968588341E9,0,1.968588341E9,66.0
1.968591918E9,1,1.968591918E9,60.0
1.968591941E9,0,1.968591941E9,65.0
1.968595518E9,1,1.968595518E9,61.0
1.968595541E9,0,1.968595541E9,64.0
1.968599118E9,1,1.968599118E9,58.0
1.968599141E9,0,1.968599141E9,63.0
1.968602718E9,1,1.968602718E9,60.0
1.968602741E9,0,1.968602741E9,63.0
1.968606318E9,1,1.968606318E9,59.0
1.968606341E9,0,1.968606341E9,61.0
1.968609918E9,1,1.968609918E9,57.0
1.968609941E9,0,1.968609941E9,61.0
1.968613518E9,1,1.968613518E9,57.0
1.968613541E9,0,1.968613541E9,65.0
1.968617118E9,1,1.968617118E9,57.0
1.968617141E9,0,1.968617141E9,64.0
1.968620718E9,1,1.968620718E9,56.0
1.968620741E9,0,1.968620741E9,65.0
1.968624318E9,1,1.968624318E9,57.0
1.968624341E9,0,1.968624341E9,64.0
1.968627918E9,1,1.968627918E9,55.0
1.968627941E9,0,1.968627941E9,65.0
1.968631518E9,1,1.968631518E9,56.0
1.968631541E9,0,1.968631541E9,66.0
1.968635118E9,1,1.968635118E9,55.0
1.968635141E9,0,1.968635141E9,66.0
1.968638718E9,1,1.968638718E9,53.0
1.968638741E9,0,1.968638741E9,65.0
1.968642318E9,1,1.968642318E9,54.0
1.968642341E9,0,1.968642341E9,65.0
1.968645918E9,1,1.968645918E9,57.0
1.968645941E9,0,1.968645941E9,67.0
1.968649518E9,1,1.968649518E9,58.0
1.968649541E9,0,1.968649541E9,65.0
1.968653118E9,1,1.968653118E9,57.0
1.968653141E9,0,1.968653141E9,65.0
1.968656718E9,1,1.968656718E9,55.0
1.968656741E9,0,1.968656741E9,65.0
1.968660318E9,1,1.968660318E9,53.0
1.968660341E9,0,1.968660341E9,65.0
1.968663918E9,1,1.968663918E9,53.0
1.968663941E9,0,1.968663941E9,66.0
1.968667518E9,1,1.968667518E9,54.0
1.968667541E9,0,1.968667541E9,65.0
1.968671118E9,1,1.968671118E9,56.0
1.968671141E9,0,1.968671141E9,67.0
1.968674718E9,1,1.968674718E9,56.0
1.968674741E9,0,1.968674741E9,67.0
1.968678318E9,1,1.968678318E9,57.0
1.968678341E9,0,1.968678341E9,66.0
1.968681918E9,1,1.968681918E9,56.0
1.968681941E9,0,1.968681941E9,65.0
1.968685518E9,1,1.968685518E9,55.0
1.968685541E9,0,1.968685541E9,63.0
1.968689118E9,1,1.968689118E9,53.0
1.968689141E9,0,1.968689141E9,63.0
1.968692718E9,1,1.968692718E9,55.0
1.968692741E9,0,1.968692741E9,64.0
1.968696318E9,1,1.968696318E9,52.0
1.968696341E9,0,1.968696341E9,66.0
1.968699918E9,1,1.968699918E9,52.0
1.968699941E9,0,1.968699941E9,66.0
1.968703518E9,1,1.968703518E9,54.0
1.968703541E9,0,1.968703541E9,66.0
1.968707118E9,1,1.968707118E9,56.0
1.968707141E9,0,1.968707141E9,67.0
1.968710718E9,1,1.968710718E9,57.0
1.968710741E9,0,1.968710741E9,66.0
1.968714318E9,1,1.968714318E9,56.0
1.968714341E9,0,1.968714341E9,67.0
1.968717918E9,1,1.968717918E9,56.0
1.968717941E9,0,1.968717941E9,67.0
1.968721518E9,1,1.968721518E9,57.0
1.968721541E9,0,1.968721541E9,67.0
1.968725118E9,1,1.968725118E9,55.0
1.968725141E9,0,1.968725141E9,67.0
1.968728718E9,1,1.968728718E9,58.0
1.968728741E9,0,1.968728741E9,67.0
1.968732318E9,1,1.968732318E9,58.0
1.968732341E9,0,1.968732341E9,67.0
1.968735918E9,1,1.968735918E9,59.0
1.968735941E9,0,1.968735941E9,66.0
1.968739518E9,1,1.968739518E9,59.0
1.968739541E9,0,1.968739541E9,66.0
1.968743118E9,1,1.968743118E9,58.0
1.968743141E9,0,1.968743141E9,67.0
1.968746718E9,1,1.968746718E9,57.0
1.968746741E9,0,1.968746741E9,66.0
1.968750318E9,1,1.968750318E9,57.0
1.968750341E9,0,1.968750341E9,65.0
1.968753918E9,1,1.968753918E9,58.0
1.968753941E9,0,1.968753941E9,65.0
1.968757518E9,1,1.968757518E9,57.0
1.968757541E9,0,1.968757541E9,64.0
1.968761118E9,1,1.968761118E9,58.0
1.968761141E9,0,1.968761141E9,65.0
1.968764718E9,1,1.968764718E9,58.0
1.968764741E9,0,1.968764741E9,64.0
1.968768318E9,1,1.968768318E9,59.0
1.968768341E9,0,1.968768341E9,64.0
1.968771918E9,1,1.968771918E9,60.0
1.968771941E9,0,1.968771941E9,64.0
1.968775518E9,1,1.968775518E9,60.0
1.968775541E9,0,1.968775541E9,64.0
1.968779118E9,1,1.968779118E9,59.0
1.968779141E9,0,1.968779141E9,64.0
1.968782718E9,1,1.968782718E9,58.0
1.968782741E9,0,1.968782741E9,64.0
1.968786318E9,1,1.968786318E9,58.0
1.968786341E9,0,1.968786341E9,65.0
1.968789918E9,1,1.968789918E9,60.0
1.968789941E9,0,1.968789941E9,67.0
1.968793518E9,1,1.968793518E9,60.0
1.968793541E9,0,1.968793541E9,66.0
1.968797118E9,1,1.968797118E9,60.0
1.968797141E9,0,1.968797141E9,67.0
1.968800718E9,1,1.968800718E9,60.0
1.968800741E9,0,1.968800741E9,67.0
1.968804318E9,1,1.968804318E9,60.0
1.968804341E9,0,1.968804341E9,67.0
1.968807918E9,1,1.968807918E9,60.0
