1.953282792E9,1.953282792E9,0.0
1.953282796E9,1.953282796E9,0.0
1.953282801E9,1.953282801E9,0.0
1.953283381E9,1.953283381E9,0.09999999999999964
1.953283385E9,1.953283385E9,0.0
1.95328339E9,1.95328339E9,0.0
1.953284514E9,1.953284514E9,0.0
1.953284518E9,1.953284518E9,0.0
1.953284523E9,1.953284523E9,-0.00999999999999801
1.953285175E9,1.953285175E9,0.0
1.953285179E9,1.953285179E9,-0.16000000000000014
1.953285184E9,1.953285184E9,-0.14999999999999858
1.953288784E9,1.953288784E9,0.7699999999999996
1.953292384E9,1.953292384E9,-0.5300000000000011
1.953295984E9,1.953295984E9,-1.2699999999999996
1.953299584E9,1.953299584E9,-1.9499999999999993
1.953302119E9,1.953302119E9,-1.2699999999999996
1.953302124E9,1.953302124E9,-2.219999999999999
1.953302129E9,1.953302129E9,-2.219999999999999
1.953305729E9,1.953305729E9,-2.5500000000000007
1.953309329E9,1.953309329E9,-2.5500000000000007
1.953312929E9,1.953312929E9,-2.6000000000000014
1.953316529E9,1.953316529E9,-2.539999999999999
1.953320129E9,1.953320129E9,-2.5
1.953323729E9,1.953323729E9,-2.4400000000000013
1.953327329E9,1.953327329E9,-2.3599999999999994
1.953330929E9,1.953330929E9,-2.259999999999998
1.953334529E9,1.953334529E9,-2.259999999999998
1.953338129E9,1.953338129E9,-2.2300000000000004
1.953341729E9,1.953341729E9,-2.1999999999999993
1.953345329E9,1.953345329E9,-2.16
1.953348929E9,1.953348929E9,-2.1400000000000006
1.953352529E9,1.953352529E9,-2.1000000000000014
1.953356129E9,1.953356129E9,-2.0799999999999983
1.953359729E9,1.953359729E9,-2.030000000000001
1.953363329E9,1.953363329E9,-1.8299999999999983
1.953366929E9,1.953366929E9,-1.7899999999999991
1.953370529E9,1.953370529E9,-1.7199999999999989
1.953374129E9,1.953374129E9,-1.7399999999999984
1.953377729E9,1.953377729E9,-1.7199999999999989
1.953381329E9,1.953381329E9,-1.7399999999999984
1.953384929E9,1.953384929E9,-1.8500000000000014
1.953388529E9,1.953388529E9,-1.9100000000000001
1.953392129E9,1.953392129E9,-2.039999999999999
1.953395729E9,1.953395729E9,-2.259999999999998
1.953399329E9,1.953399329E9,-2.7699999999999996
1.953402929E9,1.953402929E9,-2.919999999999998
1.953406529E9,1.953406529E9,-2.919999999999998
1.953410129E9,1.953410129E9,-3.009999999999998
1.953413729E9,1.953413729E9,-3.0
1.953417329E9,1.953417329E9,-2.719999999999999
1.953420929E9,1.953420929E9,-2.6799999999999997
1.953424529E9,1.953424529E9,-2.1499999999999986
1.953428129E9,1.953428129E9,-1.9899999999999984
1.953431729E9,1.953431729E9,-2.0799999999999983
1.953435329E9,1.953435329E9,-2.4299999999999997
1.953438929E9,1.953438929E9,-2.780000000000001
1.953442529E9,1.953442529E9,-2.8500000000000014
1.953446129E9,1.953446129E9,-2.9400000000000013
1.953449729E9,1.953449729E9,-2.0799999999999983
1.953453329E9,1.953453329E9,-1.5500000000000007
1.953456929E9,1.953456929E9,-1.1699999999999982
1.953460529E9,1.953460529E9,-0.8200000000000003
1.953464129E9,1.953464129E9,-0.9199999999999982
1.953467729E9,1.953467729E9,-2.3500000000000014
1.953471329E9,1.953471329E9,-2.509999999999998
1.953474929E9,1.953474929E9,-3.129999999999999
1.953478529E9,1.953478529E9,-3.3599999999999994
1.953482129E9,1.953482129E9,-3.5
1.953485729E9,1.953485729E9,-3.5500000000000007
1.953489329E9,1.953489329E9,-3.6000000000000014
1.953492929E9,1.953492929E9,-3.530000000000001
1.953496529E9,1.953496529E9,-3.460000000000001
1.953500129E9,1.953500129E9,-3.4400000000000013
1.953503729E9,1.953503729E9,-3.5500000000000007
1.953507329E9,1.953507329E9,-3.5199999999999996
1.953510929E9,1.953510929E9,-3.289999999999999
1.953514529E9,1.953514529E9,-3.2300000000000004
1.953518129E9,1.953518129E9,-3.039999999999999
1.953521729E9,1.953521729E9,-2.879999999999999
1.953525329E9,1.953525329E9,-2.789999999999999
